"ej,bulkimp",Stauffer,Information Services,Electronic Journals *Web (Queen's access only),,SL1IS,A,ZZ,Electronic Jrnls--BULKIMP,*Web (Queen's access only)
"ej,free",Stauffer,Information Services,Electronic Journals *Web (Free),,SL1IS,A,ZZ,Electronic Jrnls--FREE,*Web
internet,Stauffer,Information Services,*Web,,SL1IS,A,ZZ,Web,*Web
internetqu,Stauffer,Information Services,*Web (Queen's access only),,SL1IS,A,ZZ,Web Queens only,*Web (Queen's access only)
ir,Stauffer,2nd Floor,Stauffer Library - Books,,SL2,A,D2340,Stauffer Library - Books,
ir,Stauffer,3rd Floor,Stauffer Library - Books,,SL3,DA,KZ,Stauffer Library - Books,
ir,Stauffer,4th Floor,Stauffer Library - Books,,SL4,L,ZZ,Stauffer Library - Books,
IR-CIRC,Stauffer,Information Services,MAY BALL CIRC DESK,,SL1IS,A,ZZ,MAY BALL CIRC DESK,
"ir,circ",Stauffer,Information Services,May Ball Industrial Relations - Circulation Desk,,SL1IS,A,ZZ,May Ball Industrial Relations - Circulation Desk,
"ir,do",Stauffer,2nd Floor,Stauffer Library - Books,,SL2,A,D2340,"Stauffer (ir,do)",Stauffer Library - Books
"ir,do",Stauffer,3rd Floor,Stauffer Library - Books,,SL3,DA,KZ,"Stauffer (ir,do)",Stauffer Library - Books
"ir,do",Stauffer,4th Floor,Stauffer Library - Books,,SL4,L,ZZ,"Stauffer (ir,do)",Stauffer Library - Books
"ir,j",Stauffer,2nd Floor,Stauffer Library - Bound Journals,,SL2,A,ZZ,Stauffer Library - Bound Journals,
"ir,la",Stauffer,Information Services,May Ball Industrial Relations - Labour Docs,,SL1IS,A,ZZ,May Ball Industrial Relations - Labour Docs,
"ir,rf",Stauffer,Information Services,Stauffer Library - Reference Collection,,SL1IS,A,ZZ,Stauffer Library - Reference Collection,
"ir,rs1",Stauffer,Information Services,May Ball Industrial Relations - Reserve (1 hour loan),,SL1IS,A,ZZ,May Ball Industrial Relations - Reserve (1 hour loan),
"ir,rs24",Stauffer,Information Services,May Ball Industrial Relations - Reserve (24 hour loan),,SL1IS,A,ZZ,May Ball Industrial Relations - Reserve (24 hour loan),
"ir,rs3d",Stauffer,Information Services,May Ball Industrial Relations - Reserve (3 day loan),,SL1IS,A,ZZ,May Ball Industrial Relations - Reserve (3 day loan),
"ir,rss",Stauffer,Information Services,May Ball Industrial Relations - Reserve (3 hour loan),,SL1IS,A,ZZ,May Ball Industrial Relations - Reserve (3 hour loan),
"ir,st",Stauffer,Information Services,May Ball Industrial Relations - Storage,,SL1IS,A,ZZ,May Ball Industrial Relations - Storage,
ir,Stauffer,Information Services,Reserve Item,RESERVE,SL1IS,A,ZZ,Special Case - QCAT did not send a call number,
maps,Stauffer,Lower Level,Stauffer Library - Maps & Air Photos,,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos,
"maps,atlas",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Atlases),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Atlases),
"maps,books",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Books),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Books),
"maps,do",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Documents Ref Area),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Documents Ref Area),
"maps,fc",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Filing cabinets),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Filing cabinets),
"maps,ha",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (HistCart atlas),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (HistCart atlas),
"maps,hafo",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (atlas folio),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (atlas folio),
"maps,hbk",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (HistCart books),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (HistCart books),
"maps,hbkn",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (books noncirc),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (books noncirc),
"maps,hm",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (HistCart maps),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (HistCart maps),
"maps,jrnl",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos,,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos,
"maps,mf",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Microfiche),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Microfiche),
"maps,n",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (non-circulating),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (non-circulating),
"maps,opac",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Computer stations),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Computer stations),
"maps,rf",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Reference section),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Reference section),
"maps,rss",Stauffer,Information Services,Stauffer Library - Maps & Air Photos (3 hour loan),,SLLLIS,A,ZZ,Stauffer Library - Maps & Air Photos (3 hour loan),
"maps,wkrm",Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Staff workroom),,SLLLIS,A,ZZ,Stauffer Library - Maps & Air Photos (Staff workroom),
maps,Stauffer,Information Services,Stauffer Library - Maps & Air Photos (Reserve),RESERVE,SLLLIS,A,ZZ,Special Case - QCAT did not send a call number,
mayball,Stauffer,Information Services,May Ball Library,,SL1IS,A,ZZ,May Ball Library,
mu,Stauffer,2nd Floor,Stauffer Library - Music,,SL2,A,ZZ,Stauffer Library - Music,
"mu,av",Stauffer,2nd Floor,Stauffer Library - Music AV,,SL2,A,ZZ,Stauffer Library - Music AV,
"mu,fo",Stauffer,4th Floor,Folios,,SL4,A,ZZ,WD Jordan Music Library - Folios,
"mu,j",Stauffer,2nd Floor,Bound Journals,,SL2,A,ZZ,WD Jordan Music Library - Journals,
"mu,mf",Stauffer,Lower Level,Stauffer Library - Music Microforms,,SLLL,A,ZZ,Stauffer Library - Music Microforms,
"mu,min",Stauffer,2nd Floor,Stauffer Library - Music - Miniatures,,SL2,A,ZZ,Stauffer Library - Music - Miniatures,
"mu,n",Stauffer,2nd Floor,Stauffer Library - Music (non-circulating),,SL2,A,ZZ,Stauffer Library - Music (non-circulating),
"mu,ov",Stauffer,2nd Floor,Stauffer Library - Music - Oversize,,SL2,A,ZZ,Stauffer Library - Music - Oversize,
"mu,ovn",Stauffer,2nd Floor,Stauffer Library - Music - Oversize (non-circulating),,SL2,A,ZZ,Stauffer Library - Music - Oversize (non-circulating),
"mu,pl",Stauffer,Information Services,School of Music Performance Scores Library,,SL1IS,A,ZZ,School of Music Performance Scores Library,
"mu,rf",Stauffer,2nd Floor,Stauffer Library - Music Reference,,SL2,A,ZZ,Stauffer Library - Music Reference,
"mu,rs1",Stauffer,Information Services,WD Jordan Music Library - Reserve (1 hour loan),,SL1IS,A,ZZ,WD Jordan Music Library - Reserve (1 hour loan),
"mu,rs24",Stauffer,Information Services,WD Jordan Music Library - Reserve (24 hour loan),,SL1IS,A,ZZ,WD Jordan Music Library - Reserve (24 hour loan),
"mu,rs3d",Stauffer,Information Services,WD Jordan Music Library - Reserve (3 day loan),,SL1IS,A,ZZ,WD Jordan Music Library - Reserve (3 day loan),
"mu,rss",Stauffer,Information Services,WD Jordan Music Library - Reserve (3 hour loan),,SL1IS,A,ZZ,WD Jordan Music Library - Reserve (3 hour loan),
"mu,st",Stauffer,Information Services,Music Storage (Stauffer),,SL1IS,A,ZZ,Information Services,Music Storage (Stauffer)
mu,Stauffer,Information Services,Reserve Item,RESERVE,SL1IS,A,ZZ,Special Case - QCAT did not send a call number,
network,Stauffer,Information Services,Library Research Computers (NetID login required),,SL1IS,A,ZZ,Library Network,Library Research Computers (NetID login required)
nl,Stauffer,Information Services,Ordered for a non-Library department,,SL1IS,A,ZZ,Non-library,Ordered for a non-Library department
problem,Stauffer,Information Services,Problem,,SL1IS,A,ZZ,Problem,Problem
"qs,thesis",Stauffer,Information Services,QSpace - Thesis,,SL1IS,A,ZZ,QSpace - Thesis,*Web (QSpace)
QU-ACQ,Stauffer,Information Services,QUEEN'S ACQUISITIONS,,SL1IS,A,ZZ,Information Services,QUEEN'S ACQUISITIONS
QU-CAT,Stauffer,Information Services,*QUEEN'S CATALOGUING,,SL1IS,A,ZZ,Information Services,*QUEEN'S CATALOGUING
QU-OPAC,Stauffer,Information Services,OPAC CIRC DESK,,SL1IS,A,ZZ,Information Services,OPAC CIRC DESK
sl,Stauffer,2nd Floor,Stauffer Library - Books,,SL2,A,D2430,Stauffer Library - Books,
sl,Stauffer,3rd Floor,Stauffer Library - Books,,SL3,DA,F1420,Stauffer Library - Books,
sl,Stauffer,2nd Floor,Stauffer Library - Books,,SL2,F1421,F5999,Stauffer Library - Books,
sl,Stauffer,3rd Floor,Stauffer Library - Books,,SL3,FC,KZ,Stauffer Library - Books,
sl,Stauffer,4th Floor,Stauffer Library - Books,,SL4,L,ZZ,Stauffer Library - Books,
SL-CIRC,Stauffer,Information Services,Stauffer Library Circulation,,SL1IS,A,ZZ,Stauffer Library Circulation,
SL-SLFCHK,Stauffer,Information Services,SELF CHECK CIRC DESK (SL),,SL1IS,A,ZZ,SELF CHECK CIRC DESK (SL),
"sl,7day",Stauffer,Information Services,Stauffer Library - Reserve (7 day loan),,SL1IS,A,ZZ,Stauffer Library - Reserve (7 day loan),
"sl,admin",Stauffer,Information Services,Stauffer Library - Administration Office,,SL1IS,A,ZZ,Stauffer Library - Administration Office,
"sl,atc",Stauffer,1st Floor,Stauffer Library - Adaptive Technology Centre Lab,,SL1,A,ZZ,Stauffer Library - Adaptive Technology Centre Lab,
"sl,av",Stauffer,1st Floor,Stauffer Library - Multimedia Collection,,SL1,A,ZZ,Stauffer Library - Multimedia Collection,
"sl,cd",Stauffer,1st Floor,Stauffer Library - Multimedia Collection,,SL1,A,ZZ,Stauffer Library - Multimedia Collection,
"sl,cs",Stauffer,4th Floor,Stauffer Library - Compact Shelving,,SL4,A,ZZ,Stauffer Library - Compact Shelving,
"sl,csmf",Stauffer,4th Floor,Stauffer Library - Compact Shelving (Microfilms),,SL4,A,ZZ,Stauffer Library - Compact Shelving (Microfilms),
"sl,csn",Stauffer,4th Floor,Stauffer Library - Compact Shelving (non-circulating),,SL4,A,ZZ,Stauffer Library - Compact Shelving (non-circulating),
"sl,ex",Stauffer,Information Services,Stauffer Library - Extension Services Collection,,SL1IS,A,ZZ,Stauffer Library - Extension Services Collection,
"sl,flfo",Stauffer,2nd Floor,Stauffer Library - Flat folios,,SL2,A,D2430,Stauffer Library - Flat folios,
"sl,flfo",Stauffer,3rd Floor,Stauffer Library - Flat folios,,SL3,DA,KZ,Stauffer Library - Flat folios,
"sl,flfo",Stauffer,4th Floor,Stauffer Library - Flat folios,,SL4,L,ZZ,Stauffer Library - Flat folios,
"sl,fo",Stauffer,2nd Floor,Stauffer Library - Folios,,SL2,A,D2340,Stauffer Library - Folios,
"sl,fo",Stauffer,3rd Floor,Stauffer Library - Folios,,SL3,DA,K,Stauffer Library - Folios,
"sl,fo",Stauffer,4th Floor,Stauffer Library - Folios,,SL4,L,ZZ,Stauffer Library - Folios,
"sl,fon",Stauffer,2nd Floor,Stauffer Library - Folios (non-circulating),,SL2,A,D2340,Stauffer Library - Folios (non-circulating),
"sl,fon",Stauffer,3rd Floor,Stauffer Library - Folios (non-circulating),,SL3,DA,KZ,Stauffer Library - Folios (non-circulating),
"sl,fon",Stauffer,4th Floor,Stauffer Library - Folios (non-circulating),,SL4,L,ZZ,Stauffer Library - Folios (non-circulating),
"sl,int",Stauffer,Information Services,Online (Stauffer Library only),,SL1IS,A,ZZ,Online Stauffer only,Online (Stauffer Library only),
"sl,j",Stauffer,2nd Floor,Stauffer Library - Bound Journals,,SL2,A,HT102,Stauffer Library - Bound Journals,
"sl,j",Stauffer,Contact Information Services,Stauffer Library - Bound Journals - Storage,,SL1IS,HT103,LH7,Stauffer Library - Bound Journals - Storage,
"sl,j",Stauffer,2nd Floor,Stauffer Library - Bound Journals,,SL2,M,ZZ,Stauffer Library - Bound Journals,
"sl,jfo",Stauffer,2nd Floor,Stauffer Library - Bound Journals (folios),,SL2,A,ZZ,Stauffer Library - Bound Journals (folios),
"sl,mf",Stauffer,Lower Level,Stauffer Library - Microfilms,,SLLL,A,ZZ,Stauffer Library - Microfilms,
"sl,n",Stauffer,2nd Floor,Stauffer Library - Books (non-circulating),,SL2,A,D2340,Stauffer Library - Books (non-circulating),
"sl,n",Stauffer,3rd Floor,Stauffer Library - Books (non-circulating),,SL3,DA,KZ,Stauffer Library - Books (non-circulating),
"sl,n",Stauffer,4th Floor,Stauffer Library - Books (non-circulating),,SL4,L,ZZ,Stauffer Library - Books (non-circulating),
"sl,news",Stauffer,1st Floor,Stauffer Library - Current Newspapers,,SL1,A,ZZ,Stauffer Library - Current Newspapers,
"sl,per",Stauffer,2nd Floor,Stauffer Library - Current Periodicals,,SL2,A,ZZ,Stauffer Library - Current Periodicals,
"sl,rf",Stauffer,1st Floor,Stauffer Library - Reference Collection,,SL1,A,ZZ,Stauffer Library - Reference Collection,
"sl,rfdesk",Stauffer,Information Services,Stauffer Library - Reference Desk,,SL1IS,A,ZZ,Stauffer Library - Reference Desk,
"sl,rfopac",Stauffer,Information Services,Library Research Computers (NetID login required),,SL1IS,A,ZZ,Library Research Computers (NetID login required),
"sl,rs24",Stauffer,Information Services,Stauffer Library - Reserve (24 hour loan),,SL1IS,A,ZZ,Stauffer Library - Reserve (24 hour loan),
"sl,rss",Stauffer,Information Services,Stauffer Library - Reserve (3 hour loan),,SL1IS,A,ZZ,Stauffer Library - Reserve (3 hour loan),
"sl,st",Stauffer,Information Services,Stauffer Library - Storage,,SL1IS,A,ZZ,Stauffer Library - Storage,
archives,Stauffer,Information Services,Queen's University Archives,,UARIS,A,ZZ,Archives,Queen's University Archives
arreading,Stauffer,Information Services,Queen's University Archives Reading Room,,UARIS,A,ZZ,Archives - Reading Room,Queen's University Archives Reading Room
hsbooks,Bracken,Lower Level,Bracken Health Sciences,,BLLL,A,ZZ,Bracken,Bracken Health Sciences
hsfolio,Bracken,Lower Level,Bracken Health Sciences - Folios,,BLLL,A,ZZ,Bracken Health Sciences - Folios,
hsmicro,Bracken,Information Services,Bracken Health Sciences Microforms,,BLIS,A,ZZ,Bracken Health Sciences Microforms,
hsrare,Bracken,Information Services,Bracken Health Sciences Rare Books,,BLIS,A,ZZ,Bracken Health Sciences Rare Books,
hsref,Bracken,Information Services,Bracken Health Sciences - Reference,,BLIS,A,ZZ,Bracken Health Sciences - Reference,
hsrefexam,Bracken,Information Services,Bracken Health Sciences - Reference Exam,,BLIS,A,ZZ,Bracken Health Sciences - Reference Exam,
hsrefll,Bracken,Lower Level,Bracken Health Sciences - Reference Lower Level,,BLLL,A,ZZ,Bracken Health Sciences - Reference Lower Level,
hsrs24h,Bracken,Information Services,Bracken Health Sciences - Reserve (24 hour loan),,BLIS,A,ZZ,Bracken Health Sciences - Reserve (24 hour loan),
hsrs3d,Bracken,Information Services,Bracken Health Sciences - Reserve (3 day loan),,BLIS,A,ZZ,Bracken Health Sciences - Reserve (3 day loan),
hsrs3h,Bracken,Information Services,Bracken Health Sciences - Reserve (3 hour loan),,BLIS,A,ZZ,Bracken Health Sciences - Reserve (3 hour loan),
hstech,Bracken,Information Services,Bracken Health Sciences - Technical Services,,BLIS,A,ZZ,Bracken Health Sciences - Technical Services,
dlbibroom,Douglas,7th Level,1923 Reading Room,,DL7,A,ZZ,1923 Reading Room,
esbooks,Douglas,2nd Level (3S),Engineering & Science Library - Books,,DL2,A,QA272,EngSci Books,Engineering & Science Library - Books,
esbooks,Douglas,1st Level (4S),Engineering & Science Library - Books,,DL1,QA273,ZA4080,EngSci Books,Engineering & Science Library - Books,
esfolio,Douglas,2nd Level (3S),Engineering & Science Library - Folios,,DL2,A,ZZ,Engineering & Science Library - Folios,
esjour,Douglas,3rd Level (2S),Engineering & Science Library - Bound Journals,,DL3,A,QH,EngSci Journals,Engineering & Science Library - Bound Journals
esjour,Douglas,2nd Level (3S),Engineering & Science Library - Bound Journals,,DL2,QK,TL,EngSci Journals,Engineering & Science Library - Bound Journals
esmicro,Douglas,5th Level,Engineering & Science Library - Microforms,,DL5,A,ZZ,Engineering & Science Library - Microforms,
esperiod,Douglas,5th Level,Engineering & Science Library - Current Periodicals,,DL5,A,ZZ,Engineering & Science Library - Current Periodicals,
esref,Douglas,5th Level,Engineering & Science Library - Reference,,DL5,A,ZZ,Engineering & Science Library - Reference,
esrefcomp,Douglas,5th Level,Library Research Computers (NetID login required),,DL5,A,ZZ,Library Research Computers (NetID login required),
esrs3h,Douglas,Information Services,Engineering & Science Library - Reserve (3 hour loan),,DLIS,A,ZZ,Engineering & Science Library - Reserve (3 hour loan),
esscifi,Douglas,5th Level,Engineering & Science Library - Science Fiction and Fantasy,,DL5,A,ZZ,Engineering & Science Library - Science Fiction and Fantasy,
esvideo,Douglas,5th Level,Engineering & Science Library - Multimedia Collection,,DL5,A,ZZ,Engineering & Science Library - Multimedia Collection,
sc,Douglas,Information Services,WD Jordan Special Collections - Rare books,,DL6,A,ZZ,WD Jordan Special Collections - Rare books,
sccihm,Douglas,Information Services,WD Jordan Special Collections - CIHM Microfiche,,DL6,A,ZZ,WD Jordan Special Collections - CIHM Microfiche,
sclpierce,Douglas,Information Services,WD Jordan Special Collections - Lorne Pierce,,DL6,A,ZZ,WD Jordan Special Collections - Lorne Pierce,
edbooks,Education,3rd Floor,Education Library -- Books,,ED3,BF,ZZ,Education,Education Library -- Books,
edat,Education,Teacher Resource Room,Atlases,,EDTRR,A,ZZ,Atlases,
edfrench,Education,1st Floor,Education Library - French Collection - Floor 1,,ED1,A,ZZ,Education French Collection,Education Library - French Collection - Floor 1
edfolio,Education,Information Services,Folios,,EDIS,A,ZZ,Folios,
edjour,Education,Information Services,Journals,,EDIS,A,ZZ,Journals,
edyouth,Education,1st Floor,Children's & Young Adult Books,,ED1,A,ZA,Children's & Young Adult Books,
edjuv,Education,1st Floor,Children's & Young Adult Books,,ED1,A,ZA,Children's & Young Adult Books,
edtrr,Education,Teacher Resource Room,Resources,,EDTRR,A,ZZ,Resources,
edresource,Education,1st Floor,Education Library - Lesson Resources - Floor 1,,ED1,A,ZZ,Education Lesson Resource,Education Library - Lesson Resources - Floor 1
ednewtext,Education,1st Floor,New Textbooks,,ED1,A,ZZ,New Textbooks,
edthesis,Education,2nd Floor,Education Theses,,ED2,A,ZZ,Education Theses,
edref,Education,2nd Floor,Education Library - Reference Collection - Floor 2,,ED2,A,ZZ,Education Library - Reference Collection - Floor 2,
edrs24h,Education,Information Services,Education Library - Reserve (24 hour loan),,EDIS,A,ZZ,Education Library - Reserve (24 hour loan),
edrs3h,Education,Information Services,Education Library - Reserve (3 hour loan),,EDIS,A,ZZ,Education Library - Reserve (3 hour loan),
edteachcol,Education,2nd Floor,Education Library - Teaching Collection - Floor 2,,ED2,A,ZZ,Education Library - Teaching Collection - Floor 2,
edtextbook,Education,2nd Floor,Education Library - Historic Textbooks - Floor 2,,ED2,A,ZZ,Education Library - Historic Textbooks - Floor 2,
law,Law,2nd Floor,Lederman Law Library,,LL2,A,ZZ,Law,Lederman Law Library
lawfolio,Law,1st Floor,Lederman Law Library - Folio Section,,LL1,A,ZZ,Lederman Law Library - Folio Section,
lawmicro,Stauffer,Lower Level,Lederman Law Library - Microforms,,SLLL,A,ZZ,Lederman Law Library - Microforms,
lawmyst,Law,2nd Floor,Lederman Law Library - Mystery Collection,,LL2,A,ZZ,Lederman Law Library - Mystery Collection,
lawoclass,Law,2nd Floor,Lederman Law Library - Old Classification Section,,LL2,A,ZZ,Lederman Law Library - Old Classification Section,
lawspeccol,Law,Information Services,Lederman Law Library - Special Collections,,LLIS,A,ZZ,Lederman Law Library - Special Collections,
lawref,Law,1st Floor,Lederman Law Library - Reference Section,,LL1,A,ZZ,Lederman Law Library - Reference Section,
lawrefoff,Law,1st Floor,Lederman Law Library - Reference Office,,LL1,A,ZZ,Lederman Law Library - Reference Office,
lawrs24h,Law,1st Floor,Lederman Law Library - Reserve (24 hour loan),,LL1,A,ZZ,Lederman Law Library - Reserve (24 hour loan),
lawrs3h,Law,1st Floor,Lederman Law Library - Reserve (3 hour loan),,LL1,A,ZZ,Lederman Law Library - Reserve (3 hour loan),
art,Stauffer,2nd Floor,Art Collection,,SL2,A,ZZ,Art Collection,
artcat,Stauffer,2nd Floor,Art Exhibition Catalogs (non-circulating),,SL2,A,ZZ,Art Exhibition Catalogs (non-circulating),
artfolio,Stauffer,2nd Floor,Stauffer Library - Art Collection - Folios,,SL2,A,ZZ,Stauffer Library - Art Collection - Folios,
"bi,he",Stauffer,Information Services,Fowler Herbarium (Biology Dept.),,SL1IS,A,ZZ,Biology Herbarium,Fowler Herbarium (Biology Dept.)
cts,Stauffer,Information Services,Central Technical Services,,SL1IS,A,ZZ,Central Technical Services,
docs,Stauffer,Lower Level,Documents,,SLLL,A,ZZ,Documents,
docs,Stauffer,Lower Level,Stauffer Library - Documents,,SLLL,A,ZZ,Lower Level,Stauffer Library - Documents
docscomp,Stauffer,Lower Level,Documents (Compact shelving),,SLLL,A,ZZ,Documents (Compact shelving),
docsfolio,Stauffer,Lower Level,Documents (Folio shelves),,SLLL,A,ZZ,Documents (Folio shelves),
docsmicros,Stauffer,Lower Level,Documents (Microfiche in Stacks),,SLLL,A,ZZ,Documents (Microfiche in Stacks),
docsref,Stauffer,Lower Level,Documents (Reference Collection),,SLLL,A,ZZ,Documents (Reference Collection),
docsdata,Stauffer,Lower Level,Documents (Data Centre),,SLLL,A,ZZ,Documents (Data Centre),
downsview,Stauffer,Information Services,Remote Storage (Downsview),,SL1IS,A,ZZ,Information Services,Remote Storage (Downsview)
maps,Stauffer,Lower Level,Stauffer Library - Maps & Air Photos,,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos,
mapsatlas,Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Atlases),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Atlases),
mapsbooks,Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Books),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Books),
mapsfiling,Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Filing cabinets),,SLLL,A,ZZ,Stauffer Library - Maps & Air Photos (Filing cabinets),
mapswkrm,Stauffer,Lower Level,Stauffer Library - Maps & Air Photos (Staff workroom),,SLLLIS,A,ZZ,Stauffer Library - Maps & Air Photos (Staff workroom),
music,Stauffer,2nd Floor,Stauffer Library - Music,,SL2,A,ZZ,Stauffer Library - Music,
musicav,Stauffer,2nd Floor,Stauffer Library - Music AV,,SL2,A,ZZ,Stauffer Library - Music AV,
musicperf,Stauffer,Information Services,School of Music Performance Scores Library,,SL1IS,A,ZZ,School of Music Performance Scores Library,
nonlibrary,Stauffer,Information Services,Ordered for a non-Library department,,SL1IS,A,ZZ,Non-library,Ordered for a non-Library department
slbooks,Stauffer,2nd Floor,Stauffer Library - Books,,SL2,A,D2430,Stauffer Library - Books,
slbooks,Stauffer,3rd Floor,Stauffer Library - Books,,SL3,DA,F1420,Stauffer Library - Books,
slbooks,Stauffer,2nd Floor,Stauffer Library - Books,,SL2,F1421,F5999,Stauffer Library - Books,
slbooks,Stauffer,3rd Floor,Stauffer Library - Books,,SL3,FC,KZ,Stauffer Library - Books,
slbooks,Stauffer,4th Floor,Stauffer Library - Books,,SL4,L,ZZ,Stauffer Library - Books,
slrs7d,Stauffer,Information Services,Stauffer Library - Reserve (7 day loan),,SL1IS,A,ZZ,Stauffer Library - Reserve (7 day loan),
sladmin,Stauffer,Information Services,Stauffer Library - Administration Office,,SL1IS,A,ZZ,Stauffer Library - Administration Office,
atc,Stauffer,1st Floor,Stauffer Library - Adaptive Technology Centre Lab,,SL1,A,ZZ,Stauffer Library - Adaptive Technology Centre Lab,
slav,Stauffer,1st Floor,Stauffer Library - Multimedia Collection,,SL1,A,ZZ,Stauffer Library - Multimedia Collection,
slcompact,Stauffer,4th Floor,Stauffer Library - Compact Shelving,,SL4,A,ZZ,Stauffer Library - Compact Shelving,
slcompmic,Stauffer,4th Floor,Stauffer Library - Compact Shelving (Microfilms),,SL4,A,ZZ,Stauffer Library - Compact Shelving (Microfilms),
slfoliof,Stauffer,2nd Floor,Stauffer Library - Flat folios,,SL2,A,D2430,Stauffer Library - Flat folios,
slfoliof,Stauffer,3rd Floor,Stauffer Library - Flat folios,,SL3,DA,KZ,Stauffer Library - Flat folios,
slfoliof,Stauffer,4th Floor,Stauffer Library - Flat folios,,SL4,L,ZZ,Stauffer Library - Flat folios,
slfolio,Stauffer,2nd Floor,Stauffer Library - Folios,,SL2,A,D2340,Stauffer Library - Folios,
slfolio,Stauffer,3rd Floor,Stauffer Library - Folios,,SL3,DA,K,Stauffer Library - Folios,
slfolio,Stauffer,4th Floor,Stauffer Library - Folios,,SL4,L,ZZ,Stauffer Library - Folios,
sljour,Stauffer,2nd Floor,Stauffer Library - Bound Journals,,SL2,A,HT102,Stauffer Library - Bound Journals,
sljour,Stauffer,Contact Information Services,Stauffer Library - Bound Journals - Storage,,SL1IS,HT103,LH7,Stauffer Library - Bound Journals - Storage,
sljour,Stauffer,2nd Floor,Stauffer Library - Bound Journals,,SL2,M,ZZ,Stauffer Library - Bound Journals,
sljourfo,Stauffer,2nd Floor,Stauffer Library - Bound Journals (folios),,SL2,A,ZZ,Stauffer Library - Bound Journals (folios),
slmicro,Stauffer,Lower Level,Stauffer Library - Microfilms,,SLLL,A,ZZ,Stauffer Library - Microfilms,
slnews,Stauffer,1st Floor,Stauffer Library - Current Newspapers,,SL1,A,ZZ,Stauffer Library - Current Newspapers,
slper,Stauffer,2nd Floor,Stauffer Library - Current Periodicals,,SL2,A,ZZ,Stauffer Library - Current Periodicals,
slref,Stauffer,1st Floor,Stauffer Library - Reference Collection,,SL1,A,ZZ,Stauffer Library - Reference Collection,
slrs24h,Stauffer,Information Services,Stauffer Library - Reserve (24 hour loan),,SL1IS,A,ZZ,Stauffer Library - Reserve (24 hour loan),
slrs3h,Stauffer,Information Services,Stauffer Library - Reserve (3 hour loan),,SL1IS,A,ZZ,Stauffer Library - Reserve (3 hour loan),
storage,Stauffer,Information Services,Stauffer Library - Storage,,SL1IS,A,ZZ,Stauffer Library - Storage,
